id,ElementProperty|MagpieData mean MendeleevNumber,GlobalSymmetryFeatures|spacegroup_num,ValenceOrbital|avg f valence electrons,ElementProperty|MagpieData maximum MendeleevNumber,LatticeConstants|a,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData maximum NdValence,AtomicOrbitals|gap_AO,YangSolidSolution|Yang delta,ElementProperty|MagpieData mode NUnfilled,LatticeConstants|c,ElementProperty|MagpieData maximum NUnfilled,ValenceOrbital|frac s valence electrons,AtomicOrbitals|LUMO_element,ElementProperty|MagpieData range NUnfilled,hull_distance
6091584,48.2,65,0.0,73,3.31219908652734,0,1,0.0,0.302273053096464,5,13.026995566532,9,0.666666666666667,5,4,
5894621,50.4,65,0.0,84,3.18550221807782,0,10,0.0,0.318672975713327,5,14.1827921307788,9,0.37037037037037,5,6,
3578406,49.8,65,2.8,81,3.22071784212672,0,10,0.005228,0.309338157101142,5,16.2638850978609,9,0.25,5,5,
9317528,50.2,65,0.0,83,3.13204939824332,0,1,0.0,0.3349241144117,5,14.1236573059979,9,0.588235294117647,5,6,
5762910,51.2,65,0.0,88,3.24748515004714,0,1,0.0,0.333483220730307,5,13.7333257123079,9,0.555555555555556,5,7,
3280951,47.6,65,0.0,72,3.21065459210896,0,10,0.0,0.302228149649038,5,15.6445407964405,9,0.416666666666667,5,9,
2045968,48.4,65,0.0,74,3.15023159267843,0,10,0.0,0.304617729274255,5,15.0461311084303,9,0.4,5,4,
8317509,49.4,65,0.0,79,3.21212944201481,0,10,0.013279,0.319731337741697,5,14.5440657779385,9,0.384615384615385,5,5,
5469827,48.6,65,0.0,75,3.17726545533044,0,10,0.0,0.301851901522851,5,16.2120317617472,9,0.4,5,4,
6748193,49.2,65,0.0,78,3.26725846357124,0,1,0.014124,0.32428517299299,5,12.4815355658874,9,0.625,5,5,
4807153,49.6,65,0.0,80,3.24594002770378,0,10,0.0078469999999999,0.301851901522851,5,15.5723946320243,9,0.384615384615385,5,5,
9501276,48.8,65,2.8,76,3.18464215711185,0,10,0.0,0.30816399964714,5,16.2364024078411,9,0.256410256410256,5,4,
7254913,47.4,65,0.0,72,3.18955374643003,0,10,0.0,0.30251785287486,5,14.1566049093665,9,0.416666666666667,5,9,
7918026,62.6,65,0.0,72,3.07767546271429,1,10,0.0,0.211706612085769,5,11.5317332483013,6,0.266666666666667,42,6,
3645207,66.2,65,0.0,72,3.10137636883401,1,10,0.068101,0.198687728150178,3,12.6353781232569,5,0.222222222222222,45,5,
2941375,65.0,65,0.0,72,2.9719438476493,1,10,0.0,0.202199855056514,4,12.6858820366799,5,0.235294117647059,44,5,
2645180,63.0,65,5.6,72,3.09743693933893,0,10,0.0,0.204023067472066,5,11.5122698991829,6,0.172413793103448,74,6,
8597263,65.8,65,0.0,72,2.97032810153519,0,10,0.018228,0.188094099929128,3,11.0625835997752,5,0.277777777777778,27,5,
4932856,62.2,65,0.0,72,2.92567865049815,1,10,0.0,0.195372290231044,5,11.0892232030773,6,0.266666666666667,5,6,
2739650,64.6,65,0.0,72,2.90483594998772,0,10,0.072324,0.188094099929128,4,11.1494800277441,5,0.294117647058823,30,5,
4165972,67.0,65,0.0,72,2.97613060655411,0,10,0.0,0.189422220511447,2,11.1308400736303,5,0.263157894736842,28,5,
6138297,63.8,65,0.0,72,3.03976834818449,0,10,0.0,0.205887700005735,5,11.4538150151909,5,0.3125,43,5,
9084715,61.0,65,0.0,73,3.20383134194624,0,2,0.0,0.253730382469685,5,11.9994336662923,8,0.588235294117647,40,3,
2845369,63.2,65,0.0,84,3.24167546678765,0,10,0.0,0.259209876971558,5,12.4231137115199,8,0.344827586206897,40,5,
5170386,62.6,65,2.8,81,3.13417931783917,0,10,0.0,0.280519703259021,5,15.5696683606996,8,0.238095238095238,40,4,
2514308,63.0,65,0.0,83,3.20504964043247,0,2,0.0,0.272831172793036,5,12.1211748440545,8,0.526315789473684,40,5,
5267094,64.0,65,0.0,88,3.14774332071505,0,2,0.0,0.271520914645437,5,13.1053233252072,8,0.5,40,6,
6278590,60.4,65,0.0,72,3.1775147537252,0,10,0.0,0.262954625331178,5,13.649219291296,8,0.384615384615385,40,8,
5187042,61.2,65,0.0,74,3.18819202489387,0,10,0.0,0.252497249948616,5,12.0299594983165,8,0.37037037037037,40,3,
3786905,62.2,65,0.0,79,3.14882746961109,0,10,0.0,0.259993958960147,5,12.9236164266475,8,0.357142857142857,40,4,
6342708,61.4,65,0.0,75,3.17675724622166,0,10,0.0,0.261365561965106,5,14.2423525220756,8,0.37037037037037,40,3,
8613947,62.0,65,0.0,78,3.14048568477386,0,2,0.0,0.263570544455797,5,11.7297878823492,8,0.555555555555556,40,4,
3612974,62.4,65,0.0,80,3.14992273934197,0,10,0.0,0.261365561965106,5,14.634870600886,8,0.357142857142857,40,4,
1694783,61.6,65,2.8,76,3.12083337409154,0,10,0.0,0.278121511168405,5,15.2943762023052,8,0.24390243902439,40,3,
6271834,60.2,65,0.0,72,3.17886919837993,0,10,0.0,0.253441304432607,5,12.4832863736195,8,0.384615384615385,40,8,
34072651,63.4,187,0.0,73,3.04639922651153,1,5,0.0,0.212789304679212,5,7.31396225970639,6,0.380952380952381,42,1,
95063127,67.0,187,0.0,73,3.15911337942548,1,8,0.0,0.200159611154652,3,6.70762158428253,5,0.296296296296296,45,2,
62945318,65.8,187,0.0,73,3.05181921675362,1,7,0.0,0.203555222517664,4,6.96070092933033,5,0.32,44,1,
60897513,63.8,187,5.6,73,3.02631525254443,0,4,0.0,0.205321731788082,5,7.42159360456116,6,0.204081632653061,74,1,
17042638,66.6,187,0.0,73,2.99249165001267,0,7,0.0,0.190002022649909,3,6.30396402016325,5,0.37037037037037,27,2,
87904612,63.0,187,0.0,73,2.92799029789199,1,5,0.0,0.196964612064823,5,6.88720438720206,6,0.380952380952381,5,1,
78510264,65.4,187,0.0,73,2.91552750239097,0,6,0.0,0.190002022649909,4,6.54886980222319,5,0.4,13,1,
23045176,67.8,187,0.0,73,3.07950427662283,0,8,0.0,0.191265628968897,2,6.05216208578239,5,0.344827586206897,28,3,
71453068,64.6,187,0.0,73,2.99366314420102,0,5,0.0,0.207130730050934,5,7.23711345581323,5,0.434782608695652,43,0,
45628709,61.8,187,0.0,73,2.96537618081792,0,3,0.0,0.203555222517664,5,7.12522869432956,7,0.526315789473684,23,2,
43972106,69.2,187,0.0,84,3.20404882141064,1,10,0.0,0.178187175712809,3,6.82435348005944,5,0.205128205128205,33,2,
54879302,68.0,187,0.0,84,3.13761790876403,1,10,0.0,0.184561293402918,4,6.84940971845388,5,0.216216216216216,33,2,
34681702,66.0,187,5.6,84,3.17168904013127,0,10,0.0,0.187750550694611,5,6.79939698897086,6,0.163934426229508,74,3,
61784935,65.6,187,0.0,84,3.16894604602603,1,10,0.0,0.200490193411229,5,6.71349041702828,6,0.242424242424242,42,3,
67409258,65.0,187,2.8,81,3.19364629690478,1,10,0.0,0.264762521262011,5,7.57568643063616,6,0.173913043478261,42,2,
68427591,65.4,187,0.0,83,3.14575367870703,1,5,0.0,0.209236908423423,5,6.45383186304965,6,0.347826086956522,42,3,
14387690,66.4,187,0.0,88,3.17113351367325,1,5,0.0,0.208181128439006,5,6.48097770020262,6,0.333333333333333,42,4,
89604375,65.4,187,8.4,81,3.22129992854158,0,10,0.0,0.263402454957875,5,7.53758092605425,6,0.135135135135135,74,2,
71305486,69.0,187,0.0,83,3.18745546737271,1,8,0.0,0.18391049142992,3,6.27598205687642,5,0.275862068965517,15,2,
18325407,67.8,187,0.0,83,3.1567454157594,1,7,0.0,0.191249486918778,4,6.36195697535009,5,0.296296296296296,15,2,
19483527,65.8,187,5.6,83,3.15109133872286,0,4,0.0,0.194888460581358,5,6.47725098646172,6,0.196078431372549,74,3,
67435291,68.6,187,2.8,81,3.23048034248229,1,10,0.0,0.262937277792971,3,7.71381962762066,5,0.153846153846154,45,2,
51763480,70.0,187,0.0,88,3.22050058244454,1,8,0.0,0.183016696114988,3,6.43240033734854,5,0.266666666666667,45,3,
30975426,67.4,187,2.8,81,3.19924011808684,1,10,0.057541,0.263192564548187,4,7.36469966681167,5,0.16,44,1,
71403958,68.8,187,0.0,88,3.16318914892971,1,7,0.0,0.190303673560119,4,6.49718976474891,5,0.285714285714286,44,3,
35897402,66.8,187,5.6,88,3.1819107556602,0,4,0.0,0.193918507395057,5,6.54064126875624,6,0.192307692307692,74,4,
27156309,62.8,187,0.0,72,3.0927398396525,1,10,0.0,0.234756787323376,5,7.72260693499046,6,0.266666666666667,42,6,
39186520,66.4,187,0.0,72,3.15051052114304,1,10,0.049604,0.2279288267092,3,7.28318276196859,5,0.222222222222222,45,5,
19436725,65.2,187,0.0,72,3.0685526858703,1,10,0.006147,0.229617304492512,4,7.51748302664511,5,0.235294117647059,48,5,
10693257,63.2,187,5.6,72,3.08747544468063,0,10,0.0,0.230543921141055,5,7.78948949330191,6,0.172413793103448,74,6,
56124780,66.0,187,0.0,72,2.99570854745876,0,10,0.0,0.223945679042768,3,6.91711258326573,5,0.277777777777778,27,5,
25976038,64.8,187,0.0,72,2.96454126857962,0,10,0.090821,0.223945679042768,4,7.08232054306261,5,0.294117647058823,48,5,
59387142,67.2,187,0.0,72,3.09376744724317,0,10,0.006536,0.22431623524546,2,6.66514937783203,5,0.263157894736842,48,5,
87563140,64.0,187,0.0,72,3.0300951750203,0,10,0.0,0.231522992329165,5,7.71441836448261,5,0.3125,43,5,
50987241,68.8,187,0.0,84,3.0640909696148,0,10,0.0,0.15612386257877,3,6.23051932950245,5,0.256410256410256,27,2,
34012568,68.2,187,2.8,81,3.10341404116554,0,10,0.0,0.263891812849298,3,7.15714702149959,5,0.192307692307692,27,2,
13085762,68.6,187,0.0,83,3.1087129785233,0,7,0.0,0.157618547511842,3,5.42288021369688,5,0.344827586206897,15,2,
12904576,69.6,187,0.0,88,3.09031314306615,0,7,0.0,0.156956739165573,3,5.79265552948699,5,0.333333333333333,16,3,
24035867,67.8,187,0.0,79,3.05932357964132,0,10,0.0,0.155709800070948,3,6.02308432205053,5,0.263157894736842,27,2,
40326571,67.6,187,0.0,78,3.04308777039226,0,7,0.0,0.154906931004829,3,5.78667739466504,5,0.357142857142857,27,2,
16504783,68.0,187,0.0,80,3.12397614917136,0,10,0.0,0.21943403815018,3,6.42336588649982,5,0.263157894736842,27,2,
58029641,65.2,187,0.0,84,3.02853988995604,1,10,0.0,0.171830132537853,5,6.29985696897987,6,0.242424242424242,5,3,
67198240,64.6,187,2.8,81,3.10257459740068,1,10,0.0,0.262909117334157,5,7.29211238281532,6,0.173913043478261,5,2,
82769514,65.0,187,0.0,83,3.01055532229068,1,5,0.0,0.17649185829694,5,5.94246689272618,6,0.347826086956522,5,3,
57043269,66.0,187,0.0,88,3.04183788739339,1,5,0.0,0.17565566424556,5,5.9613314207548,6,0.333333333333333,5,4,
50129364,62.4,187,0.0,72,2.97300611945976,1,10,0.0,0.226472471692405,5,7.32102291792476,6,0.266666666666667,5,6,
25986740,63.2,187,0.0,74,2.94153246652403,1,10,0.0,0.186658751975725,5,6.79281948411436,6,0.258064516129032,5,1,
34105672,64.2,187,0.0,79,2.98889172694049,1,10,0.0,0.171719548408983,5,6.47935546016349,6,0.25,5,2,
78691503,63.4,187,0.0,75,3.01938308972373,1,10,0.0,0.222451146254414,5,7.28738163340208,6,0.258064516129032,5,1,
37419068,64.0,187,0.0,78,2.9616310270575,1,5,0.0,0.172044228070584,5,6.27378788479494,6,0.363636363636364,5,2,
32714856,64.4,187,0.0,80,3.04903559884225,1,10,0.0,0.222451146254414,5,7.04993412056227,6,0.25,5,2,
83429561,67.6,187,0.0,84,3.02609167381977,0,10,0.0,0.15612386257877,4,6.18974095055639,5,0.27027027027027,26,2,
69538402,67.0,187,2.8,81,3.09026206491358,0,10,0.097071,0.263891812849298,4,6.87333477057205,5,0.2,26,1,
71465098,67.4,187,0.0,83,3.0469656769039,0,6,0.0,0.157618547511842,4,5.67768734206961,5,0.37037037037037,15,2,
94715302,68.4,187,0.0,88,3.05098249655379,0,6,0.0,0.156956739165573,4,5.86226772140371,5,0.357142857142857,16,3,
32468591,66.6,187,0.0,79,2.98002527672898,0,10,0.097071,0.155709800070948,4,6.28187756160734,5,0.277777777777778,26,1,
98016472,66.4,187,0.0,78,2.9454626616162,0,6,0.097071,0.154906931004829,4,6.12796191820943,5,0.384615384615385,26,1,
10857693,66.8,187,0.0,80,3.05607170459351,0,10,0.097071,0.21943403815018,4,6.64853012974945,5,0.277777777777778,26,1,
16958274,63.6,187,0.0,74,3.08320980188852,1,10,0.0,0.20609831249986,5,7.12060340562076,6,0.258064516129032,42,1,
93608745,67.2,187,0.0,74,3.17026856976948,1,10,0.0,0.190716824855805,3,6.72389221395502,5,0.216216216216216,45,2,
12064358,66.0,187,0.0,74,3.0672556251371,1,10,0.0,0.194942090256101,4,6.94514922075481,5,0.228571428571429,44,1,
95240316,64.0,187,5.6,74,3.05782755899947,0,10,0.0,0.197110518441763,5,7.27714726324872,6,0.169491525423729,74,1,
85397462,66.8,187,0.0,74,3.00352008970087,0,10,0.0,0.17740691724314,3,6.30909157413916,5,0.27027027027027,27,2,
34209168,65.6,187,0.0,74,2.93670193051488,0,10,0.0,0.17740691724314,4,6.51010876818986,5,0.285714285714286,26,1,
41253670,68.0,187,0.0,74,3.08819903267382,0,10,0.0,0.179141821333142,2,6.06674031297505,5,0.256410256410256,28,3,
54789260,64.8,187,0.0,74,3.04325430540209,0,10,0.0,0.199312714776632,5,7.05555447032935,5,0.303030303030303,43,0,
32508179,64.6,187,0.0,79,3.12433751759639,1,10,0.0,0.200781428195816,5,6.86225192500861,6,0.25,42,2,
92165478,68.2,187,0.0,79,3.18907782837676,1,10,0.0,0.178179966487409,3,6.65239673938672,5,0.210526315789474,45,2,
78351290,67.0,187,0.0,79,3.1153631614507,1,10,0.057541,0.184648700679445,4,6.76665578473841,5,0.222222222222222,44,1,
85902746,65.0,187,5.6,79,3.13944282675675,0,10,0.0,0.187882263393752,5,6.85735815368747,6,0.166666666666667,74,2,
68293104,61.4,187,5.6,73,3.1559112592521,0,2,0.0,0.253730382469685,5,8.14005078727789,8,0.222222222222222,72,3,
23750186,63.6,187,5.6,84,3.24296647288897,0,10,0.0,0.259209876971558,5,7.3925211811766,8,0.175438596491228,72,5,
72803641,63.0,187,8.4,81,3.25384538886112,0,10,0.0,0.280519703259021,5,8.31099358138444,8,0.142857142857143,72,4,
91052873,63.4,187,5.6,83,3.28828210955271,0,2,0.0,0.272831172793036,5,6.94210742148398,8,0.212765957446809,72,5,
72153046,64.4,187,5.6,88,3.24071742076737,0,2,0.0,0.271520914645437,5,6.98165894722137,8,0.208333333333333,72,6,
61927503,60.8,187,5.6,72,3.17217319694556,0,10,0.0,0.262954625331178,5,8.52294132743759,8,0.185185185185185,72,8,
45068793,61.6,187,5.6,74,3.16138676373619,0,10,0.0,0.252497249948616,5,8.01713850878789,8,0.181818181818182,72,3,
86192507,62.6,187,5.6,79,3.17397062856951,0,10,0.0,0.259993958960147,5,7.79495014125194,8,0.178571428571429,72,4,
48270965,61.8,187,5.6,75,3.19922247378533,0,10,0.0,0.261365561965106,5,8.49503663216466,8,0.181818181818182,72,3,
85709634,62.4,187,5.6,78,3.15203055630485,0,2,0.0,0.263570544455797,5,7.69889241232468,8,0.217391304347826,72,4,
17596823,62.8,187,5.6,80,3.22391033387968,0,10,0.0,0.261365561965106,5,8.1849078874176,8,0.178571428571429,72,4,
20694735,62.0,187,8.4,76,3.22250793809867,0,10,0.0,0.278121511168405,5,8.38176608695895,8,0.144927536231884,72,3,
67381945,60.6,187,5.6,72,3.14331777359771,0,10,0.0,0.253441304432607,5,8.15017252706515,8,0.185185185185185,72,8,
31286905,63.8,187,0.0,75,3.08581564525125,1,10,0.0,0.231602777926551,5,7.73441378545574,6,0.258064516129032,42,1,
67239801,67.4,187,0.0,75,3.20789354927939,1,10,0.0,0.224103641018935,3,7.11103125070596,5,0.216216216216216,45,2,
49670328,66.2,187,0.0,75,3.12253577934671,1,10,0.0,0.225986928334126,4,7.26947478795014,5,0.228571428571429,44,1,
82139740,64.2,187,5.6,75,3.08299685422435,0,10,0.0,0.227010205999232,5,7.77885119023477,6,0.169491525423729,74,1,
12304586,67.0,187,0.0,75,3.06069238391156,0,10,0.0,0.21943403815018,3,6.6661046186448,5,0.27027027027027,27,2,
61932785,65.8,187,0.0,75,3.00221542501383,0,10,0.0,0.21943403815018,4,6.82059048943557,5,0.285714285714286,49,1,
38549061,68.2,187,0.0,75,3.14046106335648,0,10,0.0,0.21990216824065,2,6.50721522047217,5,0.256410256410256,28,3,
62897034,65.0,187,0.0,75,3.05696188860764,0,10,0.0,0.228085323342676,5,7.61034990940522,5,0.303030303030303,43,0,
76402381,64.2,187,0.0,73,2.90342595453035,0,5,0.0,0.200159611154652,5,6.6809693747911,5,0.434782608695652,25,0,
26408915,66.4,187,0.0,84,3.0486146557826,0,10,0.0,0.178187175712809,5,6.23545777248754,5,0.285714285714286,25,2,
93270846,65.8,187,2.8,81,3.12553051409065,0,10,0.0,0.262937277792971,5,7.20674584769742,5,0.208333333333333,25,1,
67851930,66.2,187,0.0,83,2.99653684201763,0,5,0.0,0.18391049142992,5,5.89090224357679,5,0.4,25,2,
79648230,67.2,187,0.0,88,3.0803913586933,0,5,0.0048639999999999,0.183016696114988,5,5.71909930946803,5,0.384615384615385,16,3,
20519736,63.6,187,0.0,72,3.00518711379371,0,10,0.0,0.2279288267092,5,7.18987785416731,5,0.3125,25,5,
16943087,64.4,187,0.0,74,2.92752089414929,0,10,0.0,0.190716824855805,5,6.59697557236225,5,0.303030303030303,25,0,
12458390,65.4,187,0.0,79,2.98905687821478,0,10,0.0,0.178179966487409,5,6.37358598176322,5,0.294117647058823,25,1,
84036972,64.6,187,0.0,75,3.03243867149541,0,10,0.0,0.224103641018935,5,7.0347846081472,5,0.303030303030303,25,0,
95267031,65.2,187,0.0,78,2.94803795352204,0,5,0.0,0.178885438199983,5,6.22888435547663,5,0.416666666666667,25,1,
71204863,65.6,187,0.0,80,3.06838496792865,0,10,0.0,0.224103641018935,5,6.83095622893618,5,0.294117647058823,25,1,
85320746,64.8,187,2.8,76,3.07205350317349,0,10,0.0,0.258645214868096,5,7.1681174904066,5,0.212765957446809,25,0,
38702645,63.4,187,0.0,72,2.90889450304788,0,10,0.0,0.198687728150178,5,6.68815860197638,5,0.3125,25,5,
34982675,62.2,187,0.0,73,3.12297185218495,1,4,0.0,0.220794403122398,5,7.59461503555734,7,0.421052631578947,5,2,
35280617,64.4,187,0.0,84,3.23227403945678,1,10,0.0,0.213150440681858,5,6.9185745447306,7,0.258064516129032,5,4,
95308671,63.8,187,2.8,81,3.24167953752243,1,10,0.0,0.266897594919487,5,7.87935765908889,7,0.181818181818182,5,3,
82609473,64.2,187,0.0,83,3.20982753258482,1,4,0.0,0.223249411608884,5,6.67943788658196,7,0.380952380952381,5,4,
58319420,65.2,187,0.0,88,3.20999637074835,1,4,0.0,0.22212213093825,5,6.70691413758853,7,0.363636363636364,5,5,
70264158,61.6,187,0.0,72,3.17870259599048,1,10,0.0,0.23969492120604,5,7.92364180982673,7,0.285714285714286,5,7,
16094873,62.4,187,0.0,74,3.13391016669405,1,10,0.0,0.215484846803291,5,7.4976281026515,7,0.275862068965517,5,2,
27159836,63.4,187,0.0,79,3.1984500246978,1,10,0.0,0.213576950562855,5,7.08619543198554,7,0.266666666666667,5,3,
47812905,62.6,187,0.0,75,3.17963345727614,1,10,0.0,0.236906211638506,5,7.93470373458968,7,0.275862068965517,5,2,
52948361,63.2,187,0.0,78,3.18106722528721,1,4,0.0,0.215864849236958,5,6.9694303495978,7,0.4,5,3,
40568932,63.6,187,0.0,80,3.21930866924852,1,10,0.0,0.236906211638506,5,7.67149212121226,7,0.266666666666667,5,3,
43208516,62.8,187,2.8,76,3.20047471936011,1,10,0.0,0.26343055108671,5,7.96309019430445,7,0.186046511627907,5,2,
97428650,61.4,187,0.0,72,3.14904412472059,1,10,0.0,0.219909966516167,5,7.50763904404493,7,0.285714285714286,5,7,
20819547,70.0,187,0.0,84,3.05518839863654,0,10,0.0,0.159233637725358,2,6.55399150729362,5,0.24390243902439,33,3,
74920653,69.4,187,2.8,81,3.13724000934764,0,10,0.068933,0.263570544455797,2,7.3126175001825,5,0.185185185185185,82,3,
72015384,69.8,187,0.0,83,3.02996260879473,0,8,0.0,0.161428299141188,2,6.10092854936411,5,0.32258064516129,15,3,
46752830,70.8,187,0.0,88,3.09493034005123,0,8,0.050912,0.160727595430146,2,5.98280723196492,5,0.3125,28,3,
50648317,69.0,187,0.0,79,3.06932204965063,0,10,0.060882,0.158885978904878,2,6.14916725746175,5,0.25,32,3,
59806341,69.2,187,0.0,80,3.11036785922067,0,10,0.066314,0.21990216824065,2,7.03907983863246,5,0.25,50,3,
47098521,47.8,187,0.0,73,3.16184903561525,0,1,0.0,0.262924903061244,5,8.31682289262885,9,0.666666666666667,5,4,
96302148,50.0,187,0.0,84,3.20080329953192,0,10,0.0,0.271013549918708,5,7.6922909053668,9,0.37037037037037,5,6,
39062841,49.4,187,2.8,81,3.25871853117245,0,10,0.005228,0.285329741988027,5,8.5078698652427,9,0.25,5,5,
93481752,49.8,187,0.0,83,3.23058853620119,0,1,0.0,0.285289029116658,5,7.24483852730481,9,0.588235294117647,5,6,
18952376,50.8,187,0.0,88,3.28145948603816,0,1,0.0,0.283945535334322,5,6.93701596606972,9,0.555555555555556,5,7,
61487350,47.2,187,0.0,72,3.17586235789555,0,10,0.0,0.270037699039819,5,8.70644795941466,9,0.416666666666667,5,9,
40236598,48.0,187,0.0,74,3.17010682756151,0,10,0.0,0.26253183938881,5,8.14662789891593,9,0.4,5,4,
51398260,49.0,187,0.0,79,3.17499543298822,0,10,0.013279,0.271865037327236,5,7.93205064788519,9,0.384615384615385,5,5,
12507849,48.2,187,0.0,75,3.20714969190368,0,10,0.0,0.268719638579442,5,8.58908866577694,9,0.4,5,4,
87196024,48.8,187,0.0,78,3.15526925670113,0,1,0.01669,0.275682924715776,5,7.83971892623324,9,0.625,5,5,
41267093,49.2,187,0.0,80,3.2276143802808,0,10,0.0078469999999999,0.268719638579442,5,8.3944885928475,9,0.384615384615385,5,5,
32156478,48.4,187,2.8,76,3.22606262078523,0,10,0.0,0.283191991556316,5,8.58888457529027,9,0.256410256410256,5,4,
59230168,47.0,187,0.0,72,3.15550052177581,0,10,0.0,0.262760287619724,5,8.23666306605867,9,0.416666666666667,5,9,
20456318,64.4,187,0.0,78,3.12155316957637,1,5,0.0,0.202578196402434,5,6.64246669316504,6,0.363636363636364,42,2,
58346072,68.0,187,0.0,78,3.19321656662027,1,8,0.0,0.178885438199983,3,6.34319281707928,5,0.285714285714286,45,2,
63175049,66.8,187,0.0,78,3.08864274905783,1,7,0.057082,0.185701388442046,4,6.60179315189885,5,0.307692307692308,14,1,
94130527,64.8,187,5.6,78,3.12710187460913,0,4,0.0,0.189097130479147,5,6.68045130178609,6,0.2,74,2,
81437256,68.8,187,0.0,78,3.19653255039758,0,8,0.057471,0.158331148245701,2,5.30906137843126,5,0.333333333333333,14,3,
12374650,65.6,187,0.0,78,3.01819724661823,0,5,0.0,0.192483463542617,5,6.85886220881941,5,0.416666666666667,43,1,
83764925,64.8,187,0.0,80,3.16389750689823,1,10,0.0,0.231602777926551,5,7.39867274867897,6,0.25,42,2,
10378294,68.4,187,0.0,80,3.25600608384291,1,10,0.0,0.224103641018935,3,6.92208874172879,5,0.210526315789474,45,2,
40596718,67.2,187,0.0,80,3.18108220913012,1,10,0.057541,0.225986928334126,4,7.10495898954269,5,0.222222222222222,44,1,
31879054,65.2,187,5.6,80,3.16588305445151,0,10,0.0,0.227010205999232,5,7.43970011711453,6,0.166666666666667,74,2,
13658924,62.6,187,5.6,73,3.10349490890109,0,3,0.0,0.224959401996074,5,7.57617585941578,7,0.212765957446809,73,2,
89231046,64.8,187,5.6,84,3.22570626329838,0,10,0.0,0.21943403815018,5,6.8749679787694,7,0.169491525423729,73,4,
15780629,64.2,187,8.4,81,3.23362075709262,0,10,0.0,0.268231694971903,5,7.82563586539341,7,0.138888888888889,73,3,
60573841,64.6,187,5.6,83,3.19129185049816,0,3,0.0,0.230129272900225,5,6.66753070513205,7,0.204081632653061,73,4,
79631548,65.6,187,5.6,88,3.20839197860089,0,3,0.0,0.228970658178648,5,6.67224861319885,7,0.2,73,5,
18967543,62.0,187,5.6,72,3.15562916388105,0,10,0.0,0.242402175575985,5,7.90080227371872,7,0.178571428571429,73,7,
38960417,62.8,187,5.6,74,3.11707454876456,0,10,0.0,0.220290212623661,5,7.45557806310505,7,0.175438596491228,73,2,
94528706,63.8,187,5.6,79,3.19145103468703,0,10,0.0,0.219920534778184,5,7.0277512288748,7,0.172413793103448,73,3,
41085739,63.0,187,5.6,75,3.16406918925299,0,10,0.0,0.239789643170869,5,7.9029927832493,7,0.175438596491228,73,2,
74920568,63.6,187,5.6,78,3.17158759183931,0,3,0.0,0.222425579695966,5,6.92514812374985,7,0.208333333333333,73,3,
69578014,64.0,187,5.6,80,3.20773977971737,0,10,0.0,0.239789643170869,5,7.63456896716937,7,0.172413793103448,73,3,
56489170,63.2,187,8.4,76,3.186805202404,0,10,0.0,0.264913467479686,5,7.94678771911572,7,0.140845070422535,73,2,
13480652,61.8,187,5.6,72,3.1198928325903,0,10,0.0,0.224167492537235,5,7.48824150748551,7,0.178571428571429,73,7,
93507642,66.8,187,0.0,84,3.11185305871488,0,10,0.0,0.1909393200764,5,6.84141052895186,5,0.285714285714286,43,2,
32875906,66.2,187,2.8,81,3.15833156201074,0,10,0.0,0.263665594855305,5,7.49368158534787,5,0.208333333333333,43,1,
75684932,66.6,187,0.0,83,3.088290888724,0,5,0.0,0.198506822748453,5,6.51719048829705,5,0.4,43,2,
62941037,67.6,187,0.0,88,3.17122339225411,0,5,0.0085859999999999,0.197513870931583,5,6.40355168229878,5,0.384615384615385,16,3,
23705914,65.8,187,0.0,79,3.06684220543351,0,10,0.0,0.191113474478257,5,6.92914317293367,5,0.294117647058823,43,1,
15860437,66.0,187,0.0,80,3.12607719978517,0,10,0.0,0.228085323342676,5,7.28709805718335,5,0.294117647058823,43,1,
30694825,60.6,187,0.0,73,3.01872553100713,0,2,0.0,0.218749796067152,5,7.68397427785496,8,0.588235294117647,22,3,
10392748,62.8,187,0.0,84,3.1008195075363,0,10,0.0,0.209995949191285,5,6.99718621946688,8,0.344827586206897,22,5,
43860715,62.2,187,2.8,81,3.15565844201571,0,10,0.0,0.266295389153379,5,7.83232019379907,8,0.238095238095238,22,4,
59481307,62.6,187,0.0,83,3.12628804660973,0,2,0.0,0.219777902585687,5,6.56769022034471,8,0.526315789473684,22,5,
43790281,63.6,187,0.0,88,3.11429859457047,0,2,0.0,0.218667330678684,5,6.50070104161928,8,0.5,22,6,
76415208,60.0,187,0.0,72,3.04626798413026,0,10,0.0,0.238398392326702,5,8.10578622197505,8,0.384615384615385,22,8,
97408251,60.8,187,0.0,74,3.02615597922597,0,10,0.0,0.213107641729921,5,7.56380487472555,8,0.37037037037037,22,3,
19743065,61.8,187,0.0,79,3.04092181563242,0,10,0.0,0.210390650027185,5,7.34650308249571,8,0.357142857142857,22,4,
82354971,61.0,187,0.0,75,3.08285492825236,0,10,0.0,0.235519909704064,5,7.93118145438688,8,0.37037037037037,22,3,
21064358,61.6,187,0.0,78,3.00862846634012,0,2,0.0,0.212563245345417,5,7.25555103196154,8,0.555555555555556,22,4,
34189275,62.0,187,0.0,80,3.11279818925237,0,10,0.0,0.235519909704064,5,7.72367308796639,8,0.357142857142857,22,4,
71248596,61.2,187,2.8,76,3.10795412479427,0,10,0.0,0.262753528539836,5,7.92528553502723,8,0.24390243902439,22,3,
