id,ElementProperty|MagpieData maximum MendeleevNumber,AtomicOrbitals|HOMO_character,BandCenter|band center,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData avg_dev NValence,YangSolidSolution|Yang delta,AtomicOrbitals|gap_AO,ElementProperty|MagpieData mean MendeleevNumber,YangSolidSolution|Yang omega,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean AtomicWeight,ValenceOrbital|avg d valence electrons,ElementProperty|MagpieData range MendeleevNumber,ValenceOrbital|frac f valence electrons,hull_distance
9381746,83,3,-1.89154175105729,2,0.96,0.191249486918778,0.0,63.8,0.333856117899592,4,0.56,30.8957524,1.2,37,0.0,
5683192,88,3,-1.95456919561779,2,1.12,0.190303673560118,0.0,64.8,16577077.3464955,5,0.95,31.114,1.2,42,0.0,
2158347,72,3,-1.7959922143154,2,2.56,0.229617304492512,0.0,61.2,0.853738948997841,7,0.41,47.1832,3.2,26,0.0,
3015264,74,3,-1.82080242744773,2,2.88,0.194942090256101,0.0,62.0,0.596918157166706,2,0.41,38.6456,3.2,28,0.0,
6530821,79,3,-1.85937214350436,2,3.2,0.184648700679445,0.0,63.0,0.485473849797417,3,0.41,39.229,3.2,33,0.0,
8521307,75,3,-1.81472619925234,2,2.88,0.225986928334126,0.0,62.2,0.963523172757724,2,0.41,47.6646,3.2,29,0.0,
9461730,78,3,-1.83856009151839,2,0.8,0.185701388442046,0.0,62.8,0.40357554309747,3,0.41,30.3181,1.2,32,0.0,
6543129,80,3,-1.8500280917754,2,3.2,0.225986928334126,0.0,63.2,0.782734066204164,3,0.41,48.443,3.2,34,0.0,
7130825,72,3,-1.78740882385659,2,2.56,0.202199855056514,0.0,61.0,0.652091902702618,7,0.41,37.777,3.2,26,0.0,
6091584,73,2,-1.58402187368236,2,0.0,0.302273053096464,0.0,48.2,0.366533090124447,4,0.82,45.28304772,0.4,61,0.0,
5894621,84,2,-1.68301233103619,2,3.84,0.318672975713327,0.0,50.4,0.30258591654397,6,0.96,54.87106,2.4,72,0.0,
3578406,81,2,-1.70556071224073,2,8.0,0.309338157101142,0.005228,49.8,0.4131945036771,5,1.11,81.32674,2.4,69,0.35,
9317528,83,2,-1.68455355370331,2,0.64,0.3349241144117,0.0,50.2,0.22161479410212,6,0.97,46.0814924,0.4,71,0.0,
5762910,88,2,-1.74068401218031,2,0.96,0.333483220730307,0.0,51.2,15229912.2224041,7,1.36,46.29974,0.4,76,0.0,
3280951,72,2,-1.59945984029028,2,2.88,0.302228149649038,0.0,47.6,0.399360031353119,9,0.82,62.36894,2.4,60,0.0,
2045968,74,2,-1.62155511398796,2,3.2,0.304617729274255,0.0,48.4,0.351679630623515,4,0.82,53.83134,2.4,62,0.0,
8317509,79,2,-1.65590421160223,2,3.52,0.319731337741697,0.0132789999999999,49.4,0.301185407882744,5,0.82,54.41474,2.4,67,0.0,
5469827,75,2,-1.61614379711169,2,3.2,0.301851901522851,0.0,48.6,0.405257290814673,4,0.82,62.85034,2.4,63,0.0,
6748193,78,1,-1.63736958707532,2,0.32,0.32428517299299,0.0141239999999999,49.2,0.292578279569224,5,0.82,45.50384,0.4,66,0.0,
4807153,80,2,-1.64758266356491,2,3.52,0.301851901522851,0.0078469999999999,49.6,0.36265632648792,5,0.82,63.62874,2.4,68,0.0,
9501276,76,2,-1.58598473209037,2,7.68,0.30816399964714,0.0,48.8,0.450254909028039,4,0.82,80.7634,2.4,64,0.358974358974359,
7254913,72,2,-1.59181571565379,2,2.88,0.30251785287486,0.0,47.4,0.387886968573457,9,0.82,52.96274,2.4,60,0.0,
7918026,72,3,-2.00046223109303,1,2.4,0.211706612085769,0.0,62.6,1.17862190126283,6,0.51,55.7844,4.0,22,0.0,
3645207,72,1,-2.04419722601972,1,3.36,0.198687728150178,0.068101,66.2,0.858151618179169,5,0.63,58.5626,5.2,13,0.0,
2941375,72,3,-2.01519894970704,1,3.04,0.202199855056514,0.0,65.0,1.18612157853535,5,0.55,57.8284,4.8,16,0.0,
2645180,72,3,-2.07259123410601,2,6.88,0.204023067472066,0.0,63.0,1.62902283452229,6,0.71,90.9364,3.6,21,0.482758620689655,
8597263,72,1,-1.89239588722664,2,3.36,0.188094099929128,0.0182279999999999,65.8,0.998403755420599,5,0.39,40.973678,4.8,14,0.0,
4932856,72,2,-1.80049571043186,1,2.4,0.195372290231044,0.0,62.2,1.00827634430334,6,0.39,38.19884,4.0,23,0.0,
2739650,72,3,-1.87210107090552,2,3.04,0.188094099929128,0.072324,64.6,1.12257282052224,5,0.39,39.7384,4.4,17,0.0,
4165972,72,1,-1.90441767140977,2,3.68,0.189422220511447,0.0,67.0,0.914778371731651,5,0.39,40.87776,5.2,11,0.0,
6138297,72,3,-1.90042308023832,2,2.72,0.205887700005735,0.0,63.8,1.12358921419053,5,0.39,56.6004,4.0,19,0.0,
9084715,73,3,-1.63967546627314,2,0.48,0.253730382469685,0.0,61.0,0.291335904669035,3,0.71,46.21030772,0.8,29,0.0,
2845369,84,3,-1.74214388985678,2,3.68,0.259209876971558,0.0,63.2,0.253670588220008,5,0.85,55.79832,2.8,40,0.0,
5170386,81,3,-1.76548449397313,2,7.84,0.280519703259021,0.0,62.6,0.361130091483894,4,1.0,82.254,2.8,37,0.333333333333333,
2514308,83,3,-1.74373926239382,2,0.64,0.272831172793036,0.0,63.0,0.188887966449883,5,0.86,47.0087524,0.8,39,0.0,
5267094,88,3,-1.80184182852912,2,0.8,0.271520914645437,0.0,64.0,16384124.0084095,6,1.25,47.227,0.8,44,0.0,
6278590,72,3,-1.65565583593641,2,2.72,0.262954625331178,0.0,60.4,0.337605391331273,8,0.71,63.2962,2.8,28,0.0,
5187042,74,3,-1.67852741290426,2,3.04,0.252497249948616,0.0,61.2,0.288249899629647,3,0.71,54.7586,2.8,30,0.0,
3786905,79,3,-1.71408334403279,2,3.36,0.259993958960147,0.0,62.2,0.259125522767356,4,0.71,55.342,2.8,35,0.0,
6342708,75,3,-1.67292597288019,2,3.04,0.261365561965106,0.0,61.4,0.345149477499318,3,0.71,63.7776,2.8,31,0.0,
8613947,78,3,-1.69489751736064,2,0.48,0.263570544455797,0.0,62.0,0.242996042127966,4,0.71,46.4311,0.8,34,0.0,
3612974,80,3,-1.70546942374236,2,3.36,0.261365561965106,0.0,62.4,0.310420378767427,4,0.71,64.556,2.8,36,0.0,
1694783,76,3,-1.6417072884524,2,7.52,0.278121511168405,0.0,61.6,0.389809268703694,3,0.71,81.69066,2.8,32,0.341463414634146,
6271834,72,3,-1.64774313988352,2,2.72,0.253441304432607,0.0,60.2,0.316578184671233,8,0.71,53.89,2.8,28,0.0,
